Course Code,Course Title,Cr_Hrs,Session,Instructor,Day and Time
MECO 111 LEC 2,Principles of Microeconomics,3.0,16W,Sameen Zafar,MW 03:30PM-04:45PM
MECO 111 LEC 3,Principles of Microeconomics,3.0,16W,Ummad Mazhar,TR 09:30AM-10:45AM
MECO 111 LEC 4,Principles of Microeconomics,3.0,16W,Ummad Mazhar,TR 11:00AM-12:15PM
MECO 111 LEC 5,Principles of Microeconomics,3.0,16W,Syed Zahid Ali,TR 02:00PM-03:15PM
MECO 111 LEC 6,Principles of Microeconomics,3.0,16W,Syed Zahid Ali,TR 03:30PM-04:45PM
MECO 2201 LEC 1,Introduction to Business Economics,1.5,SDSB-Foundation,Syed Zahid Ali,MFSU 08:00AM-10:00AM
MECO 2201 LEC 2,Introduction to Business Economics,1.5,SDSB-Foundation,TBA,MFSU 11:00AM-01:00PM
MECO 5201 LEC 1,Business Economics,3.0,MS1,Misbah Tanveer Chaudhry,FSU 05:30PM-07:35PM
MECO 5201 LEC 2,Business Economics,3.0,MS1,Choudhry Tanveer Shehzad,FSU 05:30PM-07:35PM
MECO 5201 LEC 3,Business Economics,3.0,MS1,TBA,FSU 08:30AM-10:35AM
MECO 5201 LEC 4,Business Economics,3.0,MS1,TBA,FSU 11:00AM-01:05PM
MECO 7301 LEC 1,Economic Theory,3.0,16W,TBA,F 02:30PM-05:30PM
MGMT 142 LEC 1,Principles of Management,3.0,16W,TBA,MW 03:30PM-04:45PM
MGMT 142 LEC 2,Principles of Management,3.0,16W,TBA,MW 09:30AM-10:45AM
MGMT 142 LEC 3,Principles of Management,3.0,16W,Mohsin Bashir,MW 09:30AM-10:45AM
MGMT 142 LEC 4,Principles of Management,3.0,16W,Muhammad Hamza Nawaz Butt,TR 02:00PM-03:15PM
MGMT 142 LEC 5,Principles of Management,3.0,16W,Fareed Ud Din Farooq Qureshi,MW 11:00AM-12:15PM
MGMT 142 LEC 6,Principles of Management,3.0,16W,Fareed Ud Din Farooq Qureshi,MW 09:30AM-10:45AM
MGMT 212 LEC 1,Business Communication,3.0,16W,TBA,MW 05:00PM-06:15PM
MGMT 212 LEC 2,Business Communication,3.0,16W,TBA,TR 11:00AM-12:15PM
MGMT 212 LEC 3,Business Communication,3.0,16W,Shezeen Salim Hemani,TR 12:30PM-01:45PM
MGMT 212 LEC 4,Business Communication,3.0,16W,Anjum Fayyaz,MW 09:30AM-10:45AM
MGMT 212 LEC 5,Business Communication,3.0,16W,Anjum Fayyaz,MW 11:00AM-12:15PM
MGMT 242 LEC 1,Business Ethics and Corporate Social Responsibility,3.0,16W,Razi Allah Lone,TR 05:00PM-06:15PM
MGMT 242 LEC 2,Business Ethics and Corporate Social Responsibility,3.0,16W,Razi Allah Lone,TR 02:00PM-03:15PM
MGMT 242 LEC 3,Business Ethics and Corporate Social Responsibility,3.0,16W,Razi Allah Lone,TR 03:30PM-04:45PM
MGMT 243 LEC 1,Public Administration,3.0,16W,Mohsin Bashir,MW 11:00AM-12:15PM
MGMT 244 LEC 1,Reforming The Public Sector,3.0,16W,Tariq Mahmud,TR 11:00AM-12:15PM
MGMT 252 LEC 1,Logic and Critical Thinking,3.0,16W,Fahad Awan,TR 05:00PM-06:15PM
MGMT 260 LEC 1,Business Law,3.0,16W,Ali Sultan,MW 08:00AM-09:15AM
MGMT 260 LEC 2,Business Law,3.0,16W,Ali Sultan,MW 09:30AM-10:45AM
MGMT 260 LEC 3,Business Law,3.0,16W,Ali Sultan,MW 11:00AM-12:15PM
MGMT 2601 LEC 1,Introduction to Management,1.5,SDSB-Foundation,Muhammad Ghufran Ahmad,MFSU 02:00PM-04:00PM
MGMT 2601 LEC 2,Introduction to Management,1.5,SDSB-Foundation,TBA,MFSU 09:00AM-11:00AM
MGMT 261 LEC 1,Introduction to Policy Analysis,3.0,16W,Ghazal Mir Zulfiqar,MW 08:00AM-09:15AM
MGMT 262 LEC 1,Governance System of Pakistan,3.0,16W,TBA,MW 05:00PM-06:15PM
MGMT 263 LEC 1,Contemporary Social Policy Issues in Pakistan,3.0,16W,Muhammad Ahsan Rana,TR 09:30AM-10:45AM
MGMT 343 LEC 1,E-Government,3.0,16W,Shafay Shamail,MW 12:30PM-01:45PM
MGMT 348 LEC 1,Internet Governance and Technology Policy,3.0,16W,Gulalai Khan,MW 05:00PM-06:15PM
MGMT 384 LEC 1,Entrepreneurship and Management in the Restaurant Industry,3.0,16W,Shireen Waheed,MW 03:30PM-04:45PM
MGMT 400 LEC 1,Strategic Business Management,3.0,16W,Salma Zaman,TR 11:00AM-12:15PM
MGMT 400 LEC 2,Strategic Business Management,3.0,16W,Salma Zaman,TR 12:30PM-01:45PM
MGMT 400 LEC 3,Strategic Business Management,3.0,16W,TBA,TR 03:30PM-04:45PM
MGMT 481 LEC 1,Entrepreneurship,3.0,16W,Sahar Arif,MW 05:00PM-06:15PM
MGMT 7401 LEC 1,Pedagogy,2.0,10-WKS,Muhammad Shakeel Sadiq Jajja,F 02:30PM-05:30PM
MGMT 7501 LEC 1,Philosophy of Administrative Sciences,2.0,10-WKS,TBA,W 02:30PM-05:30PM
MGMT 8102 LEC 1,Seminar in Strategic Management,3.0,16W,TBA,R 03:00PM-06:00PM
MKTG 201 LEC 1,Principles of Marketing,3.0,16W,Muhammad Asim,TR 11:00AM-12:15PM
MKTG 201 LEC 2,Principles of Marketing,3.0,16W,Khudejah Iqbal Ali,TR 09:30AM-10:45AM
MKTG 201 LEC 3,Principles of Marketing,3.0,16W,Aman Abid,MW 02:00PM-03:15PM
MKTG 201 LEC 4,Principles of Marketing,3.0,16W,Aman Abid,MW 12:30PM-01:45PM
MKTG 2401 LEC 1,Introduction to Marketing,1.5,SDSB-Foundation,Saima Mujtaba Rana,MFSU 11:00AM-01:00PM
MKTG 2401 LEC 2,Introduction to Marketing,1.5,SDSB-Foundation,TBA,MFSU 04:00PM-06:00PM
MKTG 324 LEC 1,Integrated Marketing Communications,3.0,16W,Khawaja,TR 03:30PM-04:45PM
MKTG 332 LEC 1,Consumer Behaviour,3.0,16W,Saima Mujtaba Rana,MW 09:30AM-10:45AM
MKTG 343 LEC 1,Marketing Models,3.0,16W,Muhammad Asim,MW 11:00AM-12:15PM
MKTG 344 LEC 1,Data Driven Marketing,3.0,16W,Khudejah Iqbal Ali,TR 02:00PM-03:15PM
MKTG 392 LEC 1,Brand Management,3.0,16W,Moeen Naseer Butt,MW 12:30PM-01:45PM
MKTG 5401 LEC 1,Marketing Management,3.0,MS1,Sarah Suneel Sarfraz,FSU 05:30PM-07:35PM
MKTG 5401 LEC 2,Marketing Management,3.0,MS1,Sarah Suneel Sarfraz,FSU 08:30AM-10:35AM
MKTG 5401 LEC 3,Marketing Management,3.0,MS1,TBA,FSU 11:00AM-01:05PM
MKTG 5401 LEC 4,Marketing Management,3.0,MS1,TBA,FSU 03:00PM-05:05PM
ORSC 201 LEC 1,Organizational Behaviour,3.0,16W,TBA,MW 02:00PM-03:15PM
ORSC 201 LEC 2,Organizational Behaviour,3.0,16W,Ghulam Ali Arain,TR 11:00AM-12:15PM
ORSC 201 LEC 3,Organizational Behaviour,3.0,16W,Ghulam Ali Arain,TR 12:30PM-01:45PM
ORSC 201 LEC 4,Organizational Behaviour,3.0,16W,Faiza Ali,TR 08:00AM-09:15AM
ORSC 341 LEC 1,Human Resource Management,3.0,16W,Faiza Ali,TR 09:30AM-10:45AM
ORSC 5301 LEC 1,Organizations and Leadership,3.0,MS1,Faiza Ali,FSU 03:00PM-05:05PM
ORSC 5301 LEC 2,Organizations and Leadership,3.0,MS1,Muhammad Ghufran Ahmad,FSU 11:00AM-01:05PM
ORSC 5301 LEC 3,Organizations and Leadership,3.0,MS1,TBA,FSU 08:30AM-10:35AM
ORSC 5301 LEC 4,Organizations and Leadership,3.0,MS1,TBA,FSU 05:30PM-07:35PM
ORSC 7302 LEC 1,Applications of Psychology in Management,3.0,16W,TBA,T 08:00AM-11:00AM
ORSC 8402 LEC 1,Seminar in Human Resource Management,3.0,16W,TBA,W 03:00PM-06:00PM
PHIL 102 LEC 1,Philosophy Gym,4.0,16W,Amber Riaz,TR 04:00PM-05:50PM
PHIL 132 LEC 1,Introduction to Logic,4.0,16W,TBA,MW 08:00AM-09:50AM
PHIL 203 LEC 1,Introduction to Philosophy,4.0,16W,Syed Sikander Gilani,MW 02:00PM-03:50PM
PHIL 204 LEC 1,Contemporary Moral Problems,4.0,16W,Syed Sikander Gilani,TR 11:30AM-01:20PM
PHIL 331 LEC 1,Philosophy of Social Science,4.0,16W,Amber Riaz,MW 12:00PM-01:50PM
PHY 101 LEC 1,Mechanics,4.0,16W,Adam Zaman Chaudhry,MW 04:00PM-05:50PM
PHY 101 LEC 2,Mechanics,4.0,16W,Adam Zaman Chaudhry,TR 04:00PM-05:50PM
PHY 204 LEC 1,Electricity and Magnetism,3.0,16W,Rizwan Khalid,TR 11:00AM-12:15PM
PHY 212 LEC 1,Quantum Mechanics I,3.0,16W,Syed Moeez Hassan,MW 10:00AM-11:15AM
PHY 300 LAB 1,Experimental Physics Lab II,3.0,16W,Muhammad Hamza Humayun,F 08:00AM-04:50PM
PHY 301 LEC 1,Classical Mechanics,3.0,16W,Tajdar Mufti,MW 11:30AM-12:45PM
PHY 313 LEC 1,Statistical Mechanics,4.0,16W,Muhammad Faryad,TR 09:30AM-11:20AM
PHY 404 LEC 1,Relativistic Electrodynamics,3.0,16W,Syed Moeez Hassan,MW 01:00PM-02:15PM
PHY 501 LEC 1,Electrodynamics,3.0,16W,Rizwan Khalid,TR 04:30PM-05:45PM
PHY 517 LEC 1,Quantum Mechanics,3.0,16W,Muhammad Shahbaz,TR 01:30PM-02:45PM
PHY 538 LEC 1,Special Topics in Condensed Matter Physics,3.0,16W,Muhammad Shahbaz,TR 03:00PM-04:15PM
PHY 603 LEC 1,Machine Learning for Physics,3.0,16W,Muhammad Faryad,TR 11:30AM-12:45PM
POL 100 LEC 1,Introduction to Political Science,4.0,16W,Rida Ashfaq,TR 02:00PM-03:50PM
POL 100 LEC 2,Introduction to Political Science,4.0,16W,Syed Rashid Munir,TR 10:00AM-11:50AM
POL 131 LEC 1,Introduction to International Relations,4.0,16W,Farhat Haq,MW 10:00AM-11:50AM
POL 203 LEC 1,Western Political Philosophy,4.0,16W,Taimur Rahman,MW 04:00PM-05:50PM
POL 220 LEC 1,American Government and Politics,4.0,16W,Rasul Bakhsh Rais,MW 08:00AM-09:50AM
POL 221 LEC 1,Introduction to Comparative Politics,4.0,16W,Ahmad Yunus Samad,MW 10:00AM-11:50AM
POL 225 LEC 1,Politics of South Asia,4.0,16W,Farhat Haq,MW 02:00PM-03:50PM
POL 229 LEC 1,Politics of Armed Groups,4.0,16W,Rida Ashfaq,TR 10:00AM-11:50AM
POL 2313 LEC 1,Civil Society and Social Movements,4.0,16W,Hafiz Muhammad Salman Rafi,TR 02:00PM-03:50PM
POL 3113 LEC 1,Political Islam: Ideology and Politics,4.0,16W,Rasul Bakhsh Rais,MW 12:00PM-01:50PM
POL 3202 LEC 1,Qualitative Research Methods in Political Science,4.0,16W,Hafiz Muhammad Salman Rafi,MW 02:00PM-03:50PM
POL 328 LEC 1,Politics of Pakistan,4.0,16W,Ahmad Yunus Samad,MW 02:00PM-03:50PM
POL 363 LEC 1,Populism,4.0,16W,Asma ul-Husna Faiz,MW 10:00AM-11:50AM
POL 433 LEC 1,Critical Issues in Pakistan's Foreign Policy,4.0,16W,Shahid Malik,TR 10:00AM-11:50AM
POL 445 LEC 1,History of Political Economy,4.0,16W,Taimur Rahman,TR 04:00PM-05:50PM
POL 463 LEC 1,Anthropology of State,4.0,16W,Mohammad Waseem,MW 02:00PM-03:50PM
PSY 100 LEC 1,Introduction to Psychology and Human Behavior,4.0,16W,Yasser Hashmi,MW 09:00AM-10:50AM
PSY 100 LEC 2,Introduction to Psychology and Human Behavior,4.0,16W,Natasha Sohail Barlas,TR 12:00PM-01:50PM
PSY 204 LEC 1,Human Memory,4.0,16W,Yasser Hashmi,TR 04:30PM-06:20PM
PSY 212 LEC 1,Theories of Learning,4.0,16W,Imran Rashid,MW 02:00PM-03:50PM
PSY 300 LEC 1,Social Psychology,4.0,16W,Imran Rashid,TR 02:00PM-03:50PM
PSY 306 LEC 1,Consumer Psychology,4.0,16W,Muhammad Usama Waheed,MW 12:00PM-01:50PM
PSY 321 LEC 1,Life Span Development,4.0,16W,Natasha Sohail Barlas,MW 10:00AM-11:50AM
REL 211 LEC 1,Theories and Methods in the Study of Religion,4.0,16W,Irfan Moeen Khan,MW 10:00AM-11:50AM
REL 214 LEC 1,Philosophy and Theology in the Medieval Islamic World,4.0,16W,Baqar Hassan Syed,TR 02:00PM-03:50PM
REL 224 LEC 1,Introduction to Quranic and Modern Standard Arabic,4.0,16W,Asif Iftikhar,TR 10:00AM-11:50AM
REL 315 LEC 1,Religion and Existentialism,4.0,16W,Mian Muhammad Nauman Faizi,MW 02:00PM-03:50PM
REL 362 SEM 1,Quran and its Interpreters: Between Text and Context,4.0,16W,Aurangzeb Haneef,F 09:00AM-12:50PM
SCRM 6401 LEC 1,Applied Research and Analysis,3.0,MS1,TBA,FSU 03:00PM-05:05PM
SOC 100 LEC 1,Introduction to Sociology,4.0,16W,Amen Jaffer,MW 02:00PM-03:50PM
SOC 100 LEC 2,Introduction to Sociology,4.0,16W,Umair Rasheed,MW 04:00PM-05:50PM
SOC 2313 LEC 1,"Social Movements, Revolution and Everyday Resistance: Classical Debates, Contemporary Interventions",4.0,16W,Umair Rasheed,MW 08:00AM-09:50AM
SOC 265 LEC 1,Introduction to Gender and Sexuality Studies,4.0,16W,Nida Yasmeen Kirmani,TR 12:00PM-01:50PM
SOC 310 LEC 1,Classical Sociological Theory,4.0,16W,Basit Bilal Koshul,TR 08:00AM-09:50AM
SOC 320 LEC 1,Quantitative Research Methods,4.0,16W,Maryam Ibrahim,MW 11:00AM-12:50PM
SS 100 LEC 1,Writing and Communication,4.0,16W,TBA,MW 04:00PM-05:50PM
SS 100 LEC 2,Writing and Communication,4.0,16W,TBA,MW 02:00PM-03:50PM
SS 100 LEC 3,Writing and Communication,4.0,16W,TBA,TR 03:30PM-05:20PM
SS 100 LEC 4,Writing and Communication,4.0,16W,TBA,MW 11:00AM-12:50PM
SS 100 LEC 5,Writing and Communication,4.0,16W,TBA,TR 08:00AM-09:50AM
SS 100 LEC 6,Writing and Communication,4.0,16W,TBA,TR 10:00AM-11:50AM
SS 100 LEC 7,Writing and Communication,4.0,16W,TBA,TR 09:30AM-11:20AM
SS 100 LEC 8,Writing and Communication,4.0,16W,TBA,MW 01:00PM-02:50PM
SS 100 LEC 9,Writing and Communication,4.0,16W,TBA,TR 11:30AM-01:20PM
SS 100 LEC 10,Writing and Communication,4.0,16W,TBA,MW 11:00AM-12:50PM
SS 100 LEC 11,Writing and Communication,4.0,16W,TBA,MW 12:00PM-01:50PM
SS 100 LEC 12,Writing and Communication,4.0,16W,TBA,MW 08:00AM-09:50AM
SS 100 LEC 13,Writing and Communication,4.0,16W,TBA,MW 09:00AM-10:50AM
SS 100 LEC 14,Writing and Communication,4.0,16W,TBA,TR 03:30PM-05:20PM
SS 100 LEC 15,Writing and Communication,4.0,16W,TBA,MW 03:00PM-04:50PM
SS 100 LEC 16,Writing and Communication,4.0,16W,TBA,TR 04:00PM-05:50PM
SS 100 LEC 17,Writing and Communication,4.0,16W,TBA,MW 01:00PM-02:50PM
SS 100 LEC 18,Writing and Communication,4.0,16W,TBA,TR 09:00AM-10:50AM
SS 100 LEC 19,Writing and Communication,4.0,16W,TBA,MW 03:00PM-04:50PM
SS 100 LEC 20,Writing and Communication,4.0,16W,TBA,TR 01:30PM-03:20PM
SS 100 LEC 21,Writing and Communication,4.0,16W,TBA,TR 01:00PM-02:50PM
SS 100 LEC 22,Writing and Communication,4.0,16W,TBA,TR 02:00PM-03:50PM
SS 100 LEC 23,Writing and Communication,4.0,16W,TBA,TR 12:00PM-01:50PM
SS 100 LEC 24,Writing and Communication,4.0,16W,TBA,TR 11:00AM-12:50PM
SS 100 LEC 25,Writing and Communication,4.0,16W,TBA,MW 10:00AM-11:50AM
SS 100A LEC 1,Introduction to Writing,2.0,16W,TBA,MW 01:00PM-01:50PM
SS 100A LEC 2,Introduction to Writing,2.0,16W,TBA,TR 01:00PM-01:50PM
SS 100A LEC 3,Introduction to Writing,2.0,16W,TBA,MW 09:00AM-09:50AM
SS 100A LEC 4,Introduction to Writing,2.0,16W,TBA,TR 08:00AM-08:50AM
SS 100A LEC 5,Introduction to Writing,2.0,16W,TBA,TR 11:00AM-11:50AM
SS 101 LEC 1,Islamic Studies,2.0,16W,Baqar Hassan Syed,F 02:00PM-03:50PM
SS 101 LEC 2,Islamic Studies,2.0,16W,Asif Iftikhar,F 08:00AM-09:50AM
SS 101 LEC 3,Islamic Studies,2.0,16W,Essam Fahim,F 11:00AM-12:50PM
SS 101 LEC 4,Islamic Studies,2.0,16W,Essam Fahim,R 12:00PM-01:50PM
SS 101 LEC 5,Islamic Studies,2.0,16W,Aurangzeb Haneef,F 04:00PM-05:50PM
SS 102 LEC 1,Pakistan Studies: Culture and Heritage,2.0,16W,TBA,F 04:00PM-05:50PM
SS 102 LEC 2,Pakistan Studies: Culture and Heritage,2.0,16W,TBA,F 02:00PM-03:50PM
SS 102 LEC 3,Pakistan Studies: Culture and Heritage,2.0,16W,TBA,W 04:00PM-05:50PM
SS 102 LEC 4,Pakistan Studies: Culture and Heritage,2.0,16W,TBA,M 12:00PM-01:50PM
SS 102 LEC 5,Pakistan Studies: Culture and Heritage,2.0,16W,TBA,M 04:00PM-05:50PM
SS 102 LEC 6,Pakistan Studies: Culture and Heritage,2.0,16W,TBA,F 08:00AM-09:50AM
SS 102 LEC 7,Pakistan Studies: Culture and Heritage,2.0,16W,TBA,F 11:00AM-12:50PM
SS 102 LEC 8,Pakistan Studies: Culture and Heritage,2.0,16W,TBA,T 12:00PM-01:50PM
SS 1302 LEC 1,"Sur, Tal aur Rag: Foundations of South Asian Music",4.0,16W,Sadaf Habib,TR 11:00AM-12:50PM
SS 172 LEC 1,Programming and Data Analysis for Social Sciences,4.0,16W,TBA,MW 08:00AM-09:50AM
SS 187 LEC 1,Applied Statistics for Humanities,4.0,16W,Muhammad Ghazi Abid,TR 08:00AM-09:50AM
SS 187 LEC 2,Applied Statistics for Humanities,4.0,16W,Muhammad Saad Imtiaz,TR 10:00AM-11:50AM
SS 233 LEC 1,Media Writing,4.0,16W,Syed Javed Nazir,TR 10:00AM-11:50AM
SS 3302 LEC 1,Professional Communication Skills,4.0,16W,Aamna Khalid,MW 04:00PM-05:50PM
SWR 102 PRT 1,Swimming for Beginners,1.0,16W,"Muhammad Haider Awan, Amir Hussain",TR 10:00AM-11:15AM
SWR 102 PRT 2,Swimming for Beginners,1.0,16W,"Rabia Yasin, Khalida Bashir",MW 10:00AM-11:15AM
SWR 102 PRT 3,Swimming for Beginners,1.0,16W,"Azmat Ullah, Rashid Ahmad",TR 02:00PM-03:15PM
SWR 102 PRT 4,Swimming for Beginners,1.0,16W,"Nimra Nimra, Kausar Farooq",MW 02:00PM-03:15PM
SWR 102 PRT 5,Swimming for Beginners,1.0,16W,"Rabia Yasin, Khalida Bashir",TR 12:00PM-01:15PM
SWR 102 PRT 6,Swimming for Beginners,1.0,16W,"Muhammad Haider Awan, Amir Hussain",MW 12:00PM-01:15PM
SWR 102 PRT 7,Swimming for Beginners,1.0,16W,"Nimra Nimra, Kausar Farooq",TR 04:00PM-05:15PM
SWR 102 PRT 8,Swimming for Beginners,1.0,16W,"Azmat Ullah, Rashid Ahmad",MW 04:00PM-05:15PM
SWR 103 PRT 1,Strength Training and Conditioning for Beginners,1.0,16W,Muhammad Bilal Iqbal Khan,MW 10:00AM-11:15AM
SWR 103 PRT 2,Strength Training and Conditioning for Beginners,1.0,16W,Muhammad Bilal Iqbal Khan,TR 10:00AM-11:15AM
SWR 103 PRT 3,Strength Training and Conditioning for Beginners,1.0,16W,Mudassar Naseer,MW 11:30AM-12:45PM
SWR 103 PRT 4,Strength Training and Conditioning for Beginners,1.0,16W,Mudassar Naseer,TR 11:30AM-12:45PM
SWR 103 PRT 5,Strength Training and Conditioning for Beginners,1.0,16W,Muhammad Shakeel,MW 04:00PM-05:15PM
SWR 103 PRT 6,Strength Training and Conditioning for Beginners,1.0,16W,Muhammad Shakeel,TR 04:00PM-05:15PM
SWR 103 PRT 7,Strength Training and Conditioning for Beginners,1.0,16W,Kanwal Yousaf,MW 10:00AM-11:15AM
SWR 103 PRT 8,Strength Training and Conditioning for Beginners,1.0,16W,Kanwal Yousaf,TR 10:00AM-11:15AM
SWR 103 PRT 9,Strength Training and Conditioning for Beginners,1.0,16W,Aruba Naz,MW 11:30AM-12:45PM
SWR 103 PRT 10,Strength Training and Conditioning for Beginners,1.0,16W,Aruba Naz,TR 11:30AM-12:45PM
SWR 103 PRT 11,Strength Training and Conditioning for Beginners,1.0,16W,Shabana Kausar,MW 04:00PM-05:15PM
SWR 103 PRT 12,Strength Training and Conditioning for Beginners,1.0,16W,Shabana Kausar,TR 04:00PM-05:15PM
SWR 104 PRT 1,Basketball for beginners,1.0,16W,Mohsin Riaz,MW 03:30PM-04:45PM
SWR 104 PRT 2,Basketball for beginners,1.0,16W,Mohsin Riaz,MW 05:00PM-06:15PM
SWR 104 PRT 3,Basketball for beginners,1.0,16W,Mohsin Riaz,TR 03:30PM-04:45PM
SWR 104 PRT 4,Basketball for beginners,1.0,16W,Mohsin Riaz,TR 05:00PM-06:15PM
SWR 105 PRT 1,"Walk, Jog and Stretch for Fitness",1.0,16W,Babar Asad Khan,MW 03:30PM-04:45PM
SWR 105 PRT 2,"Walk, Jog and Stretch for Fitness",1.0,16W,Babar Asad Khan,MW 05:00PM-06:15PM
SWR 105 PRT 3,"Walk, Jog and Stretch for Fitness",1.0,16W,Babar Asad Khan,TR 03:30PM-04:45PM
SWR 105 PRT 4,"Walk, Jog and Stretch for Fitness",1.0,16W,Babar Asad Khan,TR 05:00PM-06:15PM
